Row,LocationID,NestboxID,LocationType,PopID,Latitude,Longitude,StartSeason,EndSeason,HabitatType,Warning,Error,PopNestboxID
5231,rou_189_NB,rou_189_NB,NB,rou,43.671853,3.66608,1993,NA,deciduous,NA,NA,ROU rou_189_NB
5233,rou_19_NB,rou_19_NB,NB,rou,43.658676,3.666746,1994,NA,deciduous,NA,NA,ROU rou_19_NB
5234,rou_190_NB,rou_190_NB,NB,rou,43.67203,3.666361,1994,NA,deciduous,NA,NA,ROU rou_190_NB
5235,rou_191_NB,rou_191_NB,NB,rou,43.6722,3.666638,1993,NA,deciduous,NA,NA,ROU rou_191_NB
5236,rou_192_NB,rou_192_NB,NB,rou,43.672419,3.666921,1994,NA,deciduous,NA,NA,ROU rou_192_NB
5238,rou_193_NB,rou_193_NB,NB,rou,43.669478,3.667776,1997,NA,deciduous,NA,NA,ROU rou_193_NB
5239,rou_194_NB,rou_194_NB,NB,rou,43.669532,3.667678,1994,NA,deciduous,NA,NA,ROU rou_194_NB
5241,rou_2_NB,rou_2_NB,NB,rou,43.659467,3.668019,1992,NA,deciduous,NA,NA,ROU rou_2_NB
5242,rou_20_NB,rou_20_NB,NB,rou,43.65877,3.666055,1991,NA,deciduous,NA,NA,ROU rou_20_NB
5243,rou_201_NB,rou_201_NB,NB,rou,43.67047,3.667129,1994,NA,deciduous,NA,NA,ROU rou_201_NB
5244,rou_202_NB,rou_202_NB,NB,rou,43.670082,3.666496,1995,NA,deciduous,NA,NA,ROU rou_202_NB
5245,rou_203_NB,rou_203_NB,NB,rou,43.669788,3.666019,1995,NA,deciduous,NA,NA,ROU rou_203_NB
5246,rou_204_NB,rou_204_NB,NB,rou,43.669525,3.665599,1996,NA,deciduous,NA,NA,ROU rou_204_NB
5248,rou_205_NB,rou_205_NB,NB,rou,43.669393,3.665222,1994,NA,deciduous,NA,NA,ROU rou_205_NB
5249,rou_206_NB,rou_206_NB,NB,rou,43.669105,3.664705,1995,NA,deciduous,NA,NA,ROU rou_206_NB
5250,rou_207_NB,rou_207_NB,NB,rou,43.668949,3.664322,1994,NA,deciduous,NA,NA,ROU rou_207_NB
5251,rou_208_NB,rou_208_NB,NB,rou,43.671501,3.667264,1995,NA,deciduous,NA,NA,ROU rou_208_NB
5253,rou_209_NB,rou_209_NB,NB,rou,43.672093,3.66651,1995,NA,deciduous,NA,NA,ROU rou_209_NB
5255,rou_21_NB,rou_21_NB,NB,rou,43.65919,3.666086,1991,NA,deciduous,NA,NA,ROU rou_21_NB
5256,rou_210_NB,rou_210_NB,NB,rou,43.671915,3.66623,1994,NA,deciduous,NA,NA,ROU rou_210_NB
5258,rou_211_NB,rou_211_NB,NB,rou,43.671694,3.665586,1994,NA,deciduous,NA,NA,ROU rou_211_NB
5260,rou_212_NB,rou_212_NB,NB,rou,43.670749,3.663274,1994,NA,deciduous,NA,NA,ROU rou_212_NB
5261,rou_213_NB,rou_213_NB,NB,rou,43.670458,3.662834,1995,NA,deciduous,NA,NA,ROU rou_213_NB
5263,rou_214_NB,rou_214_NB,NB,rou,43.670118,3.662877,1995,NA,deciduous,NA,NA,ROU rou_214_NB
5264,rou_215_NB,rou_215_NB,NB,rou,43.669691,3.662901,1995,NA,deciduous,NA,NA,ROU rou_215_NB
5266,rou_216_NB,rou_216_NB,NB,rou,43.669279,3.662844,1996,NA,deciduous,NA,NA,ROU rou_216_NB
5268,rou_217_NB,rou_217_NB,NB,rou,43.668673,3.662856,1995,NA,deciduous,NA,NA,ROU rou_217_NB
5269,rou_218_NB,rou_218_NB,NB,rou,43.668309,3.662854,1996,NA,deciduous,NA,NA,ROU rou_218_NB
5271,rou_219_NB,rou_219_NB,NB,rou,43.667922,3.662837,1996,NA,deciduous,NA,NA,ROU rou_219_NB
5273,rou_22_NB,rou_22_NB,NB,rou,43.659698,3.66635,1992,NA,deciduous,NA,NA,ROU rou_22_NB
5274,rou_220_NB,rou_220_NB,NB,rou,43.667339,3.66285,1995,NA,deciduous,NA,NA,ROU rou_220_NB
5275,rou_221_NB,rou_221_NB,NB,rou,43.666976,3.66288,1995,NA,deciduous,NA,NA,ROU rou_221_NB
5277,rou_222_NB,rou_222_NB,NB,rou,43.666524,3.662849,1994,NA,deciduous,NA,NA,ROU rou_222_NB
5279,rou_223_NB,rou_223_NB,NB,rou,43.666583,3.662134,1994,NA,deciduous,NA,NA,ROU rou_223_NB
5280,rou_224_NB,rou_224_NB,NB,rou,43.667057,3.662113,1994,NA,deciduous,NA,NA,ROU rou_224_NB
5282,rou_225_NB,rou_225_NB,NB,rou,43.66748,3.662037,1995,NA,deciduous,NA,NA,ROU rou_225_NB
5283,rou_226_NB,rou_226_NB,NB,rou,43.667881,3.662063,1995,NA,deciduous,NA,NA,ROU rou_226_NB
5285,rou_227_NB,rou_227_NB,NB,rou,43.6684,3.662013,1995,NA,deciduous,NA,NA,ROU rou_227_NB
5286,rou_228_NB,rou_228_NB,NB,rou,43.668781,3.661995,1997,NA,deciduous,NA,NA,ROU rou_228_NB
5287,rou_229_NB,rou_229_NB,NB,rou,43.669271,3.661974,1995,NA,deciduous,NA,NA,ROU rou_229_NB
5288,rou_23_NB,rou_23_NB,NB,rou,43.66009,3.666458,1991,NA,deciduous,NA,NA,ROU rou_23_NB
5289,rou_230_NB,rou_230_NB,NB,rou,43.669805,3.662114,1995,NA,deciduous,NA,NA,ROU rou_230_NB
5290,rou_231_NB,rou_231_NB,NB,rou,43.670245,3.662161,1994,NA,deciduous,NA,NA,ROU rou_231_NB
5291,rou_232_NB,rou_232_NB,NB,rou,43.670679,3.662272,1994,NA,deciduous,NA,NA,ROU rou_232_NB
5293,rou_233_NB,rou_233_NB,NB,rou,43.67049,3.661677,1995,NA,deciduous,NA,NA,ROU rou_233_NB
5295,rou_234_NB,rou_234_NB,NB,rou,43.670044,3.661415,1995,NA,deciduous,NA,NA,ROU rou_234_NB
5297,rou_235_NB,rou_235_NB,NB,rou,43.669648,3.661403,1994,NA,deciduous,NA,NA,ROU rou_235_NB
5298,rou_236_NB,rou_236_NB,NB,rou,43.669209,3.661407,1994,NA,deciduous,NA,NA,ROU rou_236_NB
5299,rou_237_NB,rou_237_NB,NB,rou,43.66875,3.66141,1995,NA,deciduous,NA,NA,ROU rou_237_NB
5301,rou_238_NB,rou_238_NB,NB,rou,43.6684,3.661358,1995,NA,deciduous,NA,NA,ROU rou_238_NB
5302,rou_239_NB,rou_239_NB,NB,rou,43.667908,3.661328,1996,NA,deciduous,NA,NA,ROU rou_239_NB
5304,rou_24_NB,rou_24_NB,NB,rou,43.660657,3.666514,1994,NA,deciduous,NA,NA,ROU rou_24_NB
5306,rou_240_NB,rou_240_NB,NB,rou,43.667367,3.661356,1994,NA,deciduous,NA,NA,ROU rou_240_NB
5307,rou_241_NB,rou_241_NB,NB,rou,43.666911,3.661331,1995,NA,deciduous,NA,NA,ROU rou_241_NB
5309,rou_242_NB,rou_242_NB,NB,rou,43.666588,3.661348,1995,NA,deciduous,NA,NA,ROU rou_242_NB
5311,rou_243_NB,rou_243_NB,NB,rou,43.657624,3.666653,1996,NA,deciduous,NA,NA,ROU rou_243_NB
5312,rou_244_NB,rou_244_NB,NB,rou,43.657878,3.666434,1995,NA,deciduous,NA,NA,ROU rou_244_NB
5313,rou_245_NB,rou_245_NB,NB,rou,43.657344,3.664672,1995,NA,deciduous,NA,NA,ROU rou_245_NB
5314,rou_246_NB,rou_246_NB,NB,rou,43.65757,3.66418,1996,NA,deciduous,NA,NA,ROU rou_246_NB
5315,rou_247_NB,rou_247_NB,NB,rou,43.657764,3.663617,1996,NA,deciduous,NA,NA,ROU rou_247_NB
5316,rou_248_NB,rou_248_NB,NB,rou,43.658081,3.663166,1996,NA,deciduous,NA,NA,ROU rou_248_NB
5318,rou_25_NB,rou_25_NB,NB,rou,43.661099,3.666478,1992,NA,deciduous,NA,NA,ROU rou_25_NB
5319,rou_250_NB,rou_250_NB,NB,rou,43.658907,3.662636,1995,NA,deciduous,NA,NA,ROU rou_250_NB
5320,rou_251_NB,rou_251_NB,NB,rou,43.659768,3.661996,1995,NA,deciduous,NA,NA,ROU rou_251_NB
5321,rou_252_NB,rou_252_NB,NB,rou,43.660263,3.662225,1996,NA,deciduous,NA,NA,ROU rou_252_NB
5322,rou_253_NB,rou_253_NB,NB,rou,43.660625,3.662358,1995,NA,deciduous,NA,NA,ROU rou_253_NB
5323,rou_255_NB,rou_255_NB,NB,rou,43.661313,3.662826,1995,NA,deciduous,NA,NA,ROU rou_255_NB
5324,rou_257_NB,rou_257_NB,NB,rou,43.662145,3.663145,1996,NA,deciduous,NA,NA,ROU rou_257_NB
5325,rou_258_NB,rou_258_NB,NB,rou,43.662515,3.663354,1996,NA,deciduous,NA,NA,ROU rou_258_NB
5326,rou_26_NB,rou_26_NB,NB,rou,43.662,3.666514,1991,NA,deciduous,NA,NA,ROU rou_26_NB
5327,rou_260_NB,rou_260_NB,NB,rou,43.663599,3.66384,1996,NA,deciduous,NA,NA,ROU rou_260_NB
5328,rou_263_NB,rou_263_NB,NB,rou,43.664038,3.664445,1996,NA,deciduous,NA,NA,ROU rou_263_NB
5329,rou_265_NB,rou_265_NB,NB,rou,43.663802,3.665718,1996,NA,deciduous,NA,NA,ROU rou_265_NB
5330,rou_266_NB,rou_266_NB,NB,rou,43.663392,3.665989,1996,NA,deciduous,NA,NA,ROU rou_266_NB
5331,rou_267_NB,rou_267_NB,NB,rou,43.663638,3.664966,1996,NA,deciduous,NA,NA,ROU rou_267_NB
5332,rou_268_NB,rou_268_NB,NB,rou,43.663367,3.664239,1995,NA,deciduous,NA,NA,ROU rou_268_NB
5333,rou_269_NB,rou_269_NB,NB,rou,43.664472,3.662238,1995,NA,deciduous,NA,NA,ROU rou_269_NB
5335,rou_27_NB,rou_27_NB,NB,rou,43.658869,3.66689,1995,NA,deciduous,NA,NA,ROU rou_27_NB
5337,rou_270_NB,rou_270_NB,NB,rou,43.661413,3.661922,1996,NA,deciduous,NA,NA,ROU rou_270_NB
5339,rou_271_NB,rou_271_NB,NB,rou,43.660803,3.661494,1996,NA,deciduous,NA,NA,ROU rou_271_NB
5340,rou_272_NB,rou_272_NB,NB,rou,43.660662,3.661819,1996,NA,deciduous,NA,NA,ROU rou_272_NB
5342,rou_28_NB,rou_28_NB,NB,rou,43.66241,3.666511,1991,NA,deciduous,NA,NA,ROU rou_28_NB
5343,rou_29_NB,rou_29_NB,NB,rou,43.662752,3.666471,2000,NA,deciduous,NA,NA,ROU rou_29_NB
5345,rou_3_NB,rou_3_NB,NB,rou,43.659841,3.668089,1992,NA,deciduous,NA,NA,ROU rou_3_NB
5346,rou_30_NB,rou_30_NB,NB,rou,43.662922,3.66619,1992,NA,deciduous,NA,NA,ROU rou_30_NB
5348,rou_301_NB,rou_301_NB,NB,rou,43.666179,3.664788,1999,NA,deciduous,NA,NA,ROU rou_301_NB
5349,rou_302_NB,rou_302_NB,NB,rou,43.66644,3.665824,2001,NA,deciduous,NA,NA,ROU rou_302_NB
5351,rou_303_NB,rou_303_NB,NB,rou,43.666504,3.666797,1999,NA,deciduous,NA,NA,ROU rou_303_NB
5353,rou_305_NB,rou_305_NB,NB,rou,43.667111,3.668437,2002,NA,deciduous,NA,NA,ROU rou_305_NB
5355,rou_306_NB,rou_306_NB,NB,rou,43.665793,3.662424,2002,NA,deciduous,NA,NA,ROU rou_306_NB
5357,rou_307_NB,rou_307_NB,NB,rou,43.664982,3.661643,2002,NA,deciduous,NA,NA,ROU rou_307_NB
5359,rou_308_NB,rou_308_NB,NB,rou,43.670747,3.662727,2002,NA,deciduous,NA,NA,ROU rou_308_NB
5361,rou_309_NB,rou_309_NB,NB,rou,43.671535,3.668124,2002,NA,deciduous,NA,NA,ROU rou_309_NB
5363,rou_31_NB,rou_31_NB,NB,rou,43.662365,3.665924,1991,NA,deciduous,NA,NA,ROU rou_31_NB
5365,rou_310_NB,rou_310_NB,NB,rou,43.671224,3.669631,2002,NA,deciduous,NA,NA,ROU rou_310_NB
5367,rou_311_NB,rou_311_NB,NB,rou,43.670683,3.670424,2002,NA,deciduous,NA,NA,ROU rou_311_NB
5369,rou_312_NB,rou_312_NB,NB,rou,43.670175,3.671095,2002,NA,deciduous,NA,NA,ROU rou_312_NB
5371,rou_313_NB,rou_313_NB,NB,rou,43.669605,3.671573,2002,NA,deciduous,NA,NA,ROU rou_313_NB
5373,rou_314_NB,rou_314_NB,NB,rou,43.668762,3.67121,2002,NA,deciduous,NA,NA,ROU rou_314_NB
5375,rou_315_NB,rou_315_NB,NB,rou,43.662294,3.672349,2002,NA,deciduous,NA,NA,ROU rou_315_NB
5376,rou_316_NB,rou_316_NB,NB,rou,43.662236,3.673622,2002,NA,deciduous,NA,NA,ROU rou_316_NB
5377,rou_317_NB,rou_317_NB,NB,rou,43.662354,3.675219,2002,NA,deciduous,NA,NA,ROU rou_317_NB
5379,rou_318_NB,rou_318_NB,NB,rou,43.662333,3.677046,2002,NA,deciduous,NA,NA,ROU rou_318_NB
5381,rou_319_NB,rou_319_NB,NB,rou,43.663531,3.676274,2002,NA,deciduous,NA,NA,ROU rou_319_NB
5382,rou_32_NB,rou_32_NB,NB,rou,43.662063,3.66583,1992,NA,deciduous,NA,NA,ROU rou_32_NB
5384,rou_320_NB,rou_320_NB,NB,rou,43.663924,3.674176,2003,NA,deciduous,NA,NA,ROU rou_320_NB
5386,rou_321_NB,rou_321_NB,NB,rou,43.664297,3.672287,2002,NA,deciduous,NA,NA,ROU rou_321_NB
5387,rou_322_NB,rou_322_NB,NB,rou,43.663944,3.670493,2002,NA,deciduous,NA,NA,ROU rou_322_NB
5389,rou_323_NB,rou_323_NB,NB,rou,43.663059,3.669546,2002,NA,deciduous,NA,NA,ROU rou_323_NB
5390,rou_324_NB,rou_324_NB,NB,rou,43.6539548,3.6770021,2007,NA,deciduous,NA,NA,ROU rou_324_NB
5392,rou_325_NB,rou_325_NB,NB,rou,43.654388,3.677131,2008,NA,deciduous,NA,NA,ROU rou_325_NB
5394,rou_326_NB,rou_326_NB,NB,rou,43.655218,3.677341,2010,NA,deciduous,NA,NA,ROU rou_326_NB
5395,rou_327_NB,rou_327_NB,NB,rou,43.655972,3.677416,2009,NA,deciduous,NA,NA,ROU rou_327_NB
5397,rou_328_NB,rou_328_NB,NB,rou,43.656628,3.677735,2008,NA,deciduous,NA,NA,ROU rou_328_NB
5399,rou_329_NB,rou_329_NB,NB,rou,43.657415,3.677614,2008,NA,deciduous,NA,NA,ROU rou_329_NB
5401,rou_33_NB,rou_33_NB,NB,rou,43.661449,3.665762,1994,NA,deciduous,NA,NA,ROU rou_33_NB
5403,rou_330_NB,rou_330_NB,NB,rou,43.658349,3.677409,2008,NA,deciduous,NA,NA,ROU rou_330_NB
5405,rou_331_NB,rou_331_NB,NB,rou,43.659508,3.677388,2009,NA,deciduous,NA,NA,ROU rou_331_NB
5406,rou_332_NB,rou_332_NB,NB,rou,43.660411,3.677865,2009,NA,deciduous,NA,NA,ROU rou_332_NB
5408,rou_333_NB,rou_333_NB,NB,rou,43.66098,3.677735,2008,NA,deciduous,NA,NA,ROU rou_333_NB
5410,rou_334_NB,rou_334_NB,NB,rou,43.661727,3.677568,2008,NA,deciduous,NA,NA,ROU rou_334_NB
5412,rou_335_NB,rou_335_NB,NB,rou,43.663111,3.677943,2008,NA,deciduous,NA,NA,ROU rou_335_NB
5414,rou_336_NB,rou_336_NB,NB,rou,43.664214,3.678208,2008,NA,deciduous,NA,NA,ROU rou_336_NB
5416,rou_337_NB,rou_337_NB,NB,rou,43.664804,3.679115,2008,NA,deciduous,NA,NA,ROU rou_337_NB
5417,rou_338_NB,rou_338_NB,NB,rou,43.665548,3.679139,2009,NA,deciduous,NA,NA,ROU rou_338_NB
5419,rou_339_NB,rou_339_NB,NB,rou,43.666397,3.679111,2008,NA,deciduous,NA,NA,ROU rou_339_NB
5420,rou_34_NB,rou_34_NB,NB,rou,43.661169,3.66568,1991,NA,deciduous,NA,NA,ROU rou_34_NB
5421,rou_340_NB,rou_340_NB,NB,rou,43.667205,3.678979,2009,NA,deciduous,NA,NA,ROU rou_340_NB
5422,rou_341_NB,rou_341_NB,NB,rou,43.668201,3.679316,2008,NA,deciduous,NA,NA,ROU rou_341_NB
5424,rou_342_NB,rou_342_NB,NB,rou,43.668877,3.679321,2008,NA,deciduous,NA,NA,ROU rou_342_NB
5426,rou_343_NB,rou_343_NB,NB,rou,43.669738,3.679092,2008,NA,deciduous,NA,NA,ROU rou_343_NB
5428,rou_344_NB,rou_344_NB,NB,rou,43.67026,3.678389,2008,NA,deciduous,NA,NA,ROU rou_344_NB
5430,rou_345_NB,rou_345_NB,NB,rou,43.670948,3.677769,2008,NA,deciduous,NA,NA,ROU rou_345_NB
5431,rou_346_NB,rou_346_NB,NB,rou,43.671714,3.676676,2009,NA,deciduous,NA,NA,ROU rou_346_NB
5432,rou_347_NB,rou_347_NB,NB,rou,43.672312,3.676476,2008,NA,deciduous,NA,NA,ROU rou_347_NB
5434,rou_348_NB,rou_348_NB,NB,rou,43.672991,3.676662,2008,NA,deciduous,NA,NA,ROU rou_348_NB
5435,rou_349_NB,rou_349_NB,NB,rou,43.673862,3.676352,2009,NA,deciduous,NA,NA,ROU rou_349_NB
5436,rou_35_NB,rou_35_NB,NB,rou,43.660659,3.66554,1994,NA,deciduous,NA,NA,ROU rou_35_NB
5437,rou_350_NB,rou_350_NB,NB,rou,43.674217,3.675245,2008,NA,deciduous,NA,NA,ROU rou_350_NB
5439,rou_351_NB,rou_351_NB,NB,rou,43.673956,3.674053,2008,NA,deciduous,NA,NA,ROU rou_351_NB
5441,rou_352_NB,rou_352_NB,NB,rou,43.673799,3.672833,2008,NA,deciduous,NA,NA,ROU rou_352_NB
5442,rou_353_NB,rou_353_NB,NB,rou,43.673876,3.671588,2008,NA,deciduous,NA,NA,ROU rou_353_NB
5444,rou_354_NB,rou_354_NB,NB,rou,43.674009,3.670509,2008,NA,deciduous,NA,NA,ROU rou_354_NB
5446,rou_355_NB,rou_355_NB,NB,rou,43.673597,3.669328,2008,NA,deciduous,NA,NA,ROU rou_355_NB
5448,rou_356_NB,rou_356_NB,NB,rou,43.673473,3.668401,2008,NA,deciduous,NA,NA,ROU rou_356_NB
5450,rou_357_NB,rou_357_NB,NB,rou,43.673064,3.667355,2008,NA,deciduous,NA,NA,ROU rou_357_NB
5452,rou_358_NB,rou_358_NB,NB,rou,43.665068,3.678181,2009,NA,deciduous,NA,NA,ROU rou_358_NB
5454,rou_359_NB,rou_359_NB,NB,rou,43.665728,3.677975,2008,NA,deciduous,NA,NA,ROU rou_359_NB
5456,rou_36_NB,rou_36_NB,NB,rou,43.661553,3.666501,1992,NA,deciduous,NA,NA,ROU rou_36_NB
5458,rou_360_NB,rou_360_NB,NB,rou,43.666336,3.676996,2008,NA,deciduous,NA,NA,ROU rou_360_NB
5459,rou_361_NB,rou_361_NB,NB,rou,43.666499,3.675741,2008,NA,deciduous,NA,NA,ROU rou_361_NB
5460,rou_362_NB,rou_362_NB,NB,rou,43.666725,3.674887,2008,NA,deciduous,NA,NA,ROU rou_362_NB
5462,rou_363_NB,rou_363_NB,NB,rou,43.667253,3.673949,2008,NA,deciduous,NA,NA,ROU rou_363_NB
5464,rou_364_NB,rou_364_NB,NB,rou,43.66741,3.672652,2008,NA,deciduous,NA,NA,ROU rou_364_NB
5466,rou_365_NB,rou_365_NB,NB,rou,43.66755,3.671419,2008,NA,deciduous,NA,NA,ROU rou_365_NB
5467,rou_366_NB,rou_366_NB,NB,rou,43.657312,3.677084,2012,NA,deciduous,NA,NA,ROU rou_366_NB
5469,rou_367_NB,rou_367_NB,NB,rou,43.65777,3.676032,2008,NA,deciduous,NA,NA,ROU rou_367_NB
5471,rou_368_NB,rou_368_NB,NB,rou,43.657989,3.675152,2009,NA,deciduous,NA,NA,ROU rou_368_NB
5472,rou_369_NB,rou_369_NB,NB,rou,43.658332,3.674251,2008,NA,deciduous,NA,NA,ROU rou_369_NB
5474,rou_37_NB,rou_37_NB,NB,rou,43.660294,3.665502,1992,NA,deciduous,NA,NA,ROU rou_37_NB
5476,rou_370_NB,rou_370_NB,NB,rou,43.65856,3.673211,2008,NA,deciduous,NA,NA,ROU rou_370_NB
5477,rou_371_NB,rou_371_NB,NB,rou,43.659422,3.673058,2008,NA,deciduous,NA,NA,ROU rou_371_NB
5479,rou_372_NB,rou_372_NB,NB,rou,43.659817,3.672408,2008,NA,deciduous,NA,NA,ROU rou_372_NB
5480,rou_373_NB,rou_373_NB,NB,rou,43.660109,3.671325,2008,NA,deciduous,NA,NA,ROU rou_373_NB
5481,rou_374_NB,rou_374_NB,NB,rou,43.6602,3.670235,2008,NA,deciduous,NA,NA,ROU rou_374_NB
5482,rou_375_NB,rou_375_NB,NB,rou,43.660147,3.669291,2008,NA,deciduous,NA,NA,ROU rou_375_NB
5484,rou_38_NB,rou_38_NB,NB,rou,43.659771,3.665059,1992,NA,deciduous,NA,NA,ROU rou_38_NB
5486,rou_39_NB,rou_39_NB,NB,rou,43.659215,3.665161,1992,NA,deciduous,NA,NA,ROU rou_39_NB
5488,rou_4_NB,rou_4_NB,NB,rou,43.66023,3.66821,1991,NA,deciduous,NA,NA,ROU rou_4_NB
5489,rou_40_NB,rou_40_NB,NB,rou,43.658837,3.665165,1992,NA,deciduous,NA,NA,ROU rou_40_NB
5490,rou_402_NB,rou_402_NB,NB,rou,43.671158,3.672198,2015,NA,deciduous,NA,NA,ROU rou_402_NB
5491,rou_404_NB,rou_404_NB,NB,rou,43.672384,3.672827,2015,NA,deciduous,NA,NA,ROU rou_404_NB
5492,rou_405_NB,rou_405_NB,NB,rou,43.673055,3.673049,2015,NA,deciduous,NA,NA,ROU rou_405_NB
5493,rou_406_NB,rou_406_NB,NB,rou,43.671879,3.673269,2015,NA,deciduous,NA,NA,ROU rou_406_NB
5495,rou_41_NB,rou_41_NB,NB,rou,43.659098,3.663924,1992,NA,deciduous,NA,NA,ROU rou_41_NB
5496,rou_410_NB,rou_410_NB,NB,rou,43.67488,3.674302,2015,NA,deciduous,NA,NA,ROU rou_410_NB
5497,rou_411_NB,rou_411_NB,NB,rou,43.675147,3.673291,2015,NA,deciduous,NA,NA,ROU rou_411_NB
5498,rou_413_NB,rou_413_NB,NB,rou,43.676044,3.670692,2015,NA,deciduous,NA,NA,ROU rou_413_NB
5499,rou_414_NB,rou_414_NB,NB,rou,43.676238,3.669171,2015,NA,deciduous,NA,NA,ROU rou_414_NB
5500,rou_416_NB,rou_416_NB,NB,rou,43.6773,3.667099,2015,NA,deciduous,NA,NA,ROU rou_416_NB
5501,rou_418_NB,rou_418_NB,NB,rou,43.675569,3.665283,2015,NA,deciduous,NA,NA,ROU rou_418_NB
5502,rou_42_NB,rou_42_NB,NB,rou,43.659473,3.664163,1996,NA,deciduous,NA,NA,ROU rou_42_NB
5503,rou_420_NB,rou_420_NB,NB,rou,43.674196,3.664416,2015,NA,deciduous,NA,NA,ROU rou_420_NB
5504,rou_422_NB,rou_422_NB,NB,rou,43.673434,3.663755,2015,NA,deciduous,NA,NA,ROU rou_422_NB
5505,rou_423_NB,rou_423_NB,NB,rou,43.673513,3.6641,2015,NA,deciduous,NA,NA,ROU rou_423_NB
5506,rou_424_NB,rou_424_NB,NB,rou,43.672666,3.663252,2015,NA,deciduous,NA,NA,ROU rou_424_NB
5507,rou_427_NB,rou_427_NB,NB,rou,43.671859,3.663076,2015,NA,deciduous,NA,NA,ROU rou_427_NB
5508,rou_429_NB,rou_429_NB,NB,rou,43.671021,3.662423,2015,NA,deciduous,NA,NA,ROU rou_429_NB
5510,rou_43_NB,rou_43_NB,NB,rou,43.660066,3.664377,1991,NA,deciduous,NA,NA,ROU rou_43_NB
5511,rou_430_NB,rou_430_NB,NB,rou,43.6706,3.661607,2015,NA,deciduous,NA,NA,ROU rou_430_NB
5512,rou_44_NB,rou_44_NB,NB,rou,43.66045,3.664489,1992,NA,deciduous,NA,NA,ROU rou_44_NB
5514,rou_45_NB,rou_45_NB,NB,rou,43.660953,3.664603,1992,NA,deciduous,NA,NA,ROU rou_45_NB
5515,rou_46_NB,rou_46_NB,NB,rou,43.661335,3.664715,1994,NA,deciduous,NA,NA,ROU rou_46_NB
5517,rou_47_NB,rou_47_NB,NB,rou,43.661802,3.664857,1991,NA,deciduous,NA,NA,ROU rou_47_NB
5518,rou_48_NB,rou_48_NB,NB,rou,43.662232,3.665024,2000,NA,deciduous,NA,NA,ROU rou_48_NB
5520,rou_49_NB,rou_49_NB,NB,rou,43.662646,3.665114,1992,NA,deciduous,NA,NA,ROU rou_49_NB
5521,rou_5_NB,rou_5_NB,NB,rou,43.660778,3.668378,1992,NA,deciduous,NA,NA,ROU rou_5_NB
5523,rou_50_NB,rou_50_NB,NB,rou,43.663095,3.665226,1991,NA,deciduous,NA,NA,ROU rou_50_NB
5525,rou_51_NB,rou_51_NB,NB,rou,43.663181,3.664872,1992,NA,deciduous,NA,NA,ROU rou_51_NB
5527,rou_52_NB,rou_52_NB,NB,rou,43.662683,3.66465,1994,NA,deciduous,NA,NA,ROU rou_52_NB
5529,rou_53_NB,rou_53_NB,NB,rou,43.662184,3.664418,1992,NA,deciduous,NA,NA,ROU rou_53_NB
5531,rou_54_NB,rou_54_NB,NB,rou,43.66186,3.664234,1994,NA,deciduous,NA,NA,ROU rou_54_NB
5533,rou_55_NB,rou_55_NB,NB,rou,43.66143,3.663989,1992,NA,deciduous,NA,NA,ROU rou_55_NB
5535,rou_56_NB,rou_56_NB,NB,rou,43.660971,3.663735,1991,NA,deciduous,NA,NA,ROU rou_56_NB
5537,rou_57_NB,rou_57_NB,NB,rou,43.66052,3.663585,1991,NA,deciduous,NA,NA,ROU rou_57_NB
5539,rou_58_NB,rou_58_NB,NB,rou,43.660087,3.663416,1991,NA,deciduous,NA,NA,ROU rou_58_NB
5541,rou_59_NB,rou_59_NB,NB,rou,43.659704,3.663253,1992,NA,deciduous,NA,NA,ROU rou_59_NB
5543,rou_6_NB,rou_6_NB,NB,rou,43.661216,3.668376,1992,NA,deciduous,NA,NA,ROU rou_6_NB
5545,rou_60_NB,rou_60_NB,NB,rou,43.659301,3.663041,1991,NA,deciduous,NA,NA,ROU rou_60_NB
5547,rou_61_NB,rou_61_NB,NB,rou,43.6587,3.664535,1992,NA,deciduous,NA,NA,ROU rou_61_NB
5549,rou_62_NB,rou_62_NB,NB,rou,43.658496,3.665095,1992,NA,deciduous,NA,NA,ROU rou_62_NB
5551,rou_63_NB,rou_63_NB,NB,rou,43.658077,3.665359,1992,NA,deciduous,NA,NA,ROU rou_63_NB
5553,rou_64_NB,rou_64_NB,NB,rou,43.657723,3.665807,1992,NA,deciduous,NA,NA,ROU rou_64_NB
5555,rou_65_NB,rou_65_NB,NB,rou,43.6573667,3.6659836,1991,NA,deciduous,NA,NA,ROU rou_65_NB
5557,rou_66_NB,rou_66_NB,NB,rou,43.662321,3.662028,1992,NA,deciduous,NA,NA,ROU rou_66_NB
5559,rou_67_NB,rou_67_NB,NB,rou,43.662679,3.662299,1991,NA,deciduous,NA,NA,ROU rou_67_NB
5561,rou_68_NB,rou_68_NB,NB,rou,43.663175,3.66233,1991,NA,deciduous,NA,NA,ROU rou_68_NB
5563,rou_69_NB,rou_69_NB,NB,rou,43.663522,3.66244,1991,NA,deciduous,NA,NA,ROU rou_69_NB
5565,rou_7_NB,rou_7_NB,NB,rou,43.661559,3.668417,1994,NA,deciduous,NA,NA,ROU rou_7_NB
5567,rou_70_NB,rou_70_NB,NB,rou,43.664037,3.66265,1992,NA,deciduous,NA,NA,ROU rou_70_NB
5569,rou_71_NB,rou_71_NB,NB,rou,43.664412,3.662903,1991,NA,deciduous,NA,NA,ROU rou_71_NB
